response_id,evaluator_id,correctness,depth,clarity,practicality,tradeoffs,overall_score
1307,1,0.58,0.63,0.61,0.59,0.45,0.7254
1307,2,0.66,0.64,0.64,0.66,0.53,0.665
669,1,0.71,0.81,0.65,0.83,0.75,0.8144
669,2,0.7,0.75,0.84,0.84,0.77,0.787
1837,1,0.5,0.49,0.47,0.39,0.47,0.4322
1837,2,0.42,0.45,0.38,0.33,0.51,0.5263
1071,1,0.59,0.62,0.75,0.7,0.61,0.5772
1071,2,0.51,0.63,0.7,0.65,0.58,0.5552
1375,1,0.8,0.78,0.74,0.59,0.67,0.7411
1375,2,0.78,0.72,0.71,0.65,0.68,0.752
1,1,0.99,0.89,1,1,1,0.9494
1,2,0.96,0.96,1,0.92,0.92,1
323,1,0.59,0.75,0.6,0.69,0.58,0.736
323,2,0.65,0.66,0.45,0.69,0.81,0.6042
675,1,0.81,0.95,0.71,0.67,0.75,0.9182
675,2,0.83,1,0.82,0.79,0.89,0.7997
6,1,0.79,0.79,0.95,0.84,0.88,0.8106
6,2,0.88,0.83,0.91,0.7,0.92,0.9131
1241,1,0.9,0.64,0.92,0.67,0.68,0.746
1241,2,0.78,0.73,0.87,0.77,0.72,0.7367
1805,1,0.51,0.48,0.51,0.49,0.43,0.5465
1805,2,0.59,0.47,0.57,0.7,0.47,0.5601
665,1,0.58,0.32,0.43,0.38,0.49,0.4804
665,2,0.63,0.42,0.44,0.37,0.44,0.4905
1644,1,1,0.93,1,0.99,0.84,0.9819
1644,2,0.98,0.88,1,0.93,0.82,1
889,1,0.49,0.53,0.58,0.32,0.52,0.5165
889,2,0.58,0.42,0.56,0.43,0.55,0.6627
608,1,0.8,0.65,0.63,0.66,0.62,0.7068
608,2,0.73,0.74,0.63,0.62,0.6,0.6464
310,1,0.74,0.54,0.77,0.83,0.55,0.733
310,2,0.67,0.55,0.61,0.83,0.73,0.7095
1114,1,0.6,0.64,0.52,0.73,0.76,0.817
1114,2,0.62,0.6,0.53,0.71,0.84,0.646
1532,1,0.83,0.85,1,0.95,0.78,0.8784
1532,2,0.75,0.88,0.95,0.85,0.75,0.813
1204,1,0.68,0.81,0.72,0.86,0.94,0.763
1204,2,0.74,0.88,0.8,0.89,0.97,0.8865
979,1,0.82,0.62,0.76,0.81,0.71,0.8199
979,2,0.76,0.7,0.66,0.82,0.7,0.859
205,1,0.47,0.56,0.52,0.61,0.62,0.538
205,2,0.3,0.64,0.39,0.56,0.67,0.5118
23,1,0.66,0.58,0.62,0.69,0.67,0.664
23,2,0.52,0.67,0.8,0.7,0.68,0.6539
112,1,0.49,0.47,0.68,0.49,0.53,0.5255
112,2,0.59,0.55,0.46,0.45,0.54,0.5213
419,1,0.66,0.61,0.75,0.64,0.53,0.5926
419,2,0.75,0.64,0.66,0.69,0.61,0.6805
94,1,0.62,0.51,0.67,0.62,0.56,0.6907
94,2,0.68,0.56,0.76,0.69,0.62,0.6415
585,1,0.93,0.9,0.98,0.91,0.84,0.8844
585,2,0.98,0.93,0.95,0.94,0.91,0.8831
51,1,0.56,0.73,0.38,0.52,0.62,0.5692
51,2,0.57,0.67,0.41,0.56,0.68,0.5438
1557,1,0.33,0.52,0.43,0.67,0.63,0.497
1557,2,0.39,0.51,0.6,0.61,0.61,0.5401
733,1,0.43,0.48,0.38,0.47,0.46,0.4562
733,2,0.46,0.63,0.42,0.48,0.46,0.341
1120,1,0.7,0.46,0.54,0.69,0.67,0.6655
1120,2,0.72,0.49,0.5,0.64,0.59,0.5928
995,1,0.75,0.77,0.81,0.69,0.77,0.7639
995,2,0.84,0.89,0.71,0.81,0.76,0.7028
1368,1,0.36,0.48,0.49,0.56,0.49,0.5187
1368,2,0.59,0.52,0.43,0.48,0.39,0.4519
1242,1,0.62,0.73,0.75,0.64,0.64,0.6587
1242,2,0.67,0.74,0.72,0.67,0.8,0.7165
1705,1,0.47,0.3,0.42,0.45,0.47,0.442
1705,2,0.43,0.35,0.27,0.52,0.44,0.3382
185,1,0.69,0.73,0.67,0.69,0.64,0.6511
185,2,0.61,0.6,0.76,0.62,0.71,0.6297
111,1,0.42,0.35,0.36,0.28,0.56,0.3087
111,2,0.37,0.42,0.47,0.37,0.4,0.3823
762,1,0.39,0.54,0.43,0.39,0.51,0.4446
762,2,0.38,0.48,0.52,0.35,0.39,0.4165
926,1,0.43,0.36,0.4,0.49,0.48,0.4403
926,2,0.32,0.4,0.37,0.47,0.46,0.3531
1599,1,0.61,0.88,0.66,0.8,0.69,0.6341
1599,2,0.72,0.68,0.66,0.78,0.7,0.6542
469,1,0.38,0.42,0.16,0.31,0.26,0.3717
469,2,0.32,0.41,0.33,0.3,0.17,0.284
338,1,0.51,0.51,0.42,0.39,0.29,0.3566
338,2,0.55,0.35,0.38,0.35,0.39,0.4614
662,1,0.77,0.71,0.94,0.84,0.82,0.8886
662,2,0.85,0.77,0.89,1.0,0.89,0.8615
1087,1,0.51,0.47,0.42,0.6,0.64,0.535
1087,2,0.47,0.5,0.52,0.51,0.45,0.451
853,1,0.8,0.74,0.88,0.76,0.99,0.8151
853,2,0.65,0.8,0.78,0.77,0.84,0.8505
389,1,0.6,0.47,0.66,0.55,0.56,0.5735
389,2,0.71,0.52,0.72,0.7,0.57,0.6837
775,1,0.57,0.42,0.35,0.56,0.48,0.5309
775,2,0.44,0.56,0.46,0.63,0.45,0.5578
1473,1,0.5,0.54,0.81,0.55,0.59,0.5756
1473,2,0.55,0.72,0.75,0.53,0.53,0.4907
1400,1,0.86,0.66,0.76,0.88,0.76,0.7356
1400,2,0.8,0.72,0.62,0.84,0.7,0.727
1130,1,0.65,0.76,0.76,0.95,0.91,0.8078
1130,2,0.65,0.65,0.83,1,0.85,0.7865
951,1,0.57,0.71,0.6,0.64,0.57,0.5756
951,2,0.61,0.59,0.62,0.49,0.54,0.5579
383,1,0.64,0.49,0.72,0.72,0.64,0.6667
383,2,0.62,0.55,0.7,0.63,0.59,0.7744
147,1,0.75,0.69,0.69,0.6,0.59,0.7107
147,2,0.71,0.48,0.73,0.65,0.56,0.6074
1729,1,0.43,0.35,0.49,0.56,0.68,0.4665
1729,2,0.6,0.27,0.46,0.57,0.59,0.5204
1741,1,0.59,0.49,0.59,0.48,0.58,0.5862
1741,2,0.44,0.48,0.59,0.6,0.52,0.5949
1714,1,0.42,0.43,0.3,0.34,0.22,0.4175
1714,2,0.42,0.37,0.46,0.45,0.2,0.4074
1000,1,0.75,0.93,0.9,0.81,0.83,0.7869
1000,2,0.69,0.79,0.83,0.77,0.9,0.8343
765,1,0.4,0.67,0.61,0.58,0.4,0.4546
765,2,0.45,0.55,0.55,0.44,0.52,0.4789
105,1,0.47,0.49,0.49,0.5,0.43,0.4328
105,2,0.41,0.46,0.54,0.59,0.34,0.4322
1277,1,0.95,0.74,0.76,0.64,0.76,0.7225
1277,2,0.75,0.71,0.81,0.66,0.71,0.7514
1350,1,0.45,0.65,0.63,0.51,0.62,0.595
1350,2,0.62,0.57,0.51,0.52,0.7,0.4008
1187,1,0.54,0.63,0.47,0.71,0.76,0.5352
1187,2,0.51,0.59,0.46,0.57,0.64,0.6423
729,1,0.72,0.53,0.74,0.58,0.49,0.5949
729,2,0.59,0.68,0.68,0.66,0.61,0.6106
872,1,0.62,0.6,0.56,0.77,0.58,0.7645
872,2,0.65,0.73,0.52,0.74,0.69,0.6522
860,1,0.69,0.64,0.61,0.56,0.43,0.5774
860,2,0.58,0.6,0.51,0.64,0.59,0.6492
1194,1,0.65,0.4,0.51,0.6,0.48,0.5244
1194,2,0.59,0.44,0.62,0.63,0.63,0.5677
1638,1,0.81,0.98,0.99,0.91,0.75,0.9125
1638,2,0.95,0.79,1,1,0.83,0.8555
4,1,0.72,0.73,0.84,0.9,0.84,0.8803
4,2,0.89,0.71,0.96,0.77,0.85,0.8875
1096,1,0.65,0.63,0.71,0.62,0.65,0.6357
1096,2,0.59,0.49,0.69,0.72,0.66,0.694
1459,1,0.64,0.66,0.67,0.62,0.67,0.591
1459,2,0.68,0.53,0.72,0.57,0.6,0.5018
1833,1,0.56,0.54,0.65,0.55,0.58,0.4702
1833,2,0.51,0.49,0.61,0.58,0.53,0.5358
1642,1,0.69,0.85,0.85,0.76,0.7,0.6915
1642,2,0.68,0.8,0.85,0.68,0.83,0.7872
290,1,0.7,0.76,0.62,0.72,0.75,0.715
290,2,0.78,0.83,0.75,0.6,0.81,0.6505
988,1,0.8,0.56,0.75,0.74,0.7,0.7684
988,2,0.71,0.69,0.79,0.83,0.82,0.7821
940,1,0.72,0.78,0.53,0.41,0.67,0.6897
940,2,0.78,0.66,0.62,0.63,0.65,0.7161
1673,1,0.7,0.74,0.72,0.65,0.69,0.7043
1673,2,0.69,0.68,0.72,0.61,0.63,0.6364
1048,1,0.59,0.68,0.65,0.61,0.58,0.5676
1048,2,0.72,0.74,0.53,0.79,0.51,0.6682
1102,1,0.43,0.52,0.38,0.46,0.47,0.5318
1102,2,0.38,0.56,0.52,0.44,0.45,0.48
1074,1,0.58,0.62,0.81,0.6,0.84,0.7287
1074,2,0.67,0.8,0.7,0.63,0.9,0.6689
1276,1,0.86,0.69,0.64,0.71,0.58,0.7758
1276,2,0.8,0.73,0.72,0.9,0.63,0.7054
864,1,0.58,0.56,0.33,0.52,0.5,0.7144
864,2,0.64,0.69,0.51,0.46,0.68,0.4673
998,1,0.77,0.91,0.95,0.89,0.91,0.9275
998,2,0.99,0.99,0.95,0.88,0.94,0.9626
554,1,0.54,0.6,0.64,0.58,0.59,0.5959
554,2,0.56,0.69,0.74,0.49,0.6,0.6392
552,1,0.77,0.63,0.74,0.58,0.66,0.6578
552,2,0.82,0.73,0.73,0.67,0.76,0.6797
986,1,0.83,0.88,0.74,0.89,0.89,0.8997
986,2,0.92,0.83,0.86,0.95,0.81,0.9033
1352,1,0.57,0.48,0.53,0.37,0.43,0.4622
1352,2,0.42,0.41,0.49,0.3,0.49,0.5397
